isHate;comment
1;Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.
1;Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!
1;Being blind would make me want suicide. Go kill yourself kid
1;Being a lesbian is fine if you really love being an animal
1;beeing gay is anti human
1;Beat that tranny’s ass
1;Autists is why presidents like trump are getting elected
1;Asians have more fats so they are yellow.  So fat people are yellow?...
1;As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.
1;Arrest that fat ass bitch!
1;apparently east Asians commit less crime than us......well this is because they are submissive conformist losers..WHITE POWER
1;Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
1;an Asian Moe Howard piece of shit
1;All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore.
1;All I know is the LGBT are human but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen
1;After traumatic brain injury turned gay. I don’t know which is worst. Suicide is the way.
1;Abortion is a solution for autism
1;"A solution to the U.S. illegal immigrant problem is to round up the million or so, take them to the Mexican border regardless of what country they&#39;re from, and send them into Mexico. Maybe then when the Mexican border is over-run with immigrants will Mexico understand and help pay for a wall."
1;a homo? so you fuck your brother instead of your sister?
1;A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.
1;(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots
1;Mentally disabled people are fucking scary. Their disfigurements are very unnerving and strange and the fact that they have the mental capacity of a 5 year old makes them all the more threatening as you never know what they might do.
1;I hate mentally disabled people trying to touch my kids.
1;But women aren't people, so it's fine!
1;Women are made for making babies and cooking dinner and nothing else!!!
1;It's so sick and sad that young people will think of the concept of clout like rap niggers invented it because they aren't even properly taught about the english language anymore.
1;Ugly white girls and white dudes would not get away with that.
0;Your teeny eyes tell me you usually have glasses on. If not, get some. Big ones, that cover half your face.
0;Your posts gave me several brain tumors
0;Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.
0;Your friend from wrestling looks like he's been drugged and his coach is about to touch him.
0;Your face looks like what happens when you press randomize on skyrim.
0;your face is perfect, love it the most
0;Your eyes obviously ain’t attracted to each other
0;stupid dumb ass
0;You make me wanna hit the gym. Thicker than a damn snicker dammit!
0;You look magically retarded.
0;You look like you kill bees for fun
0;He seems like the very talkative taxi driver
0;You look like Harry Potter if he stayed under the stairs
0;T-Rex mated with a donkey
0;You look kinda dead inside, you parents must not haved loved you. 
0;You have the grace and composure of a rabid hyena
0;WTF this teacher should be expelled. That’s no way to treat a disabled kid, specially an autistic one!
0;WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH
0;When pain is a relief then something must be wrong
0;When lift your arms do your “boobs” go away? They look like mosquito bites and I feel like you were trying for the ‘hot librarian’ look but ended up with the ‘old librarian’ look.
0;What the fuck ð stupid people !!!
0;What about bombs? Are you crazy? Go fuck yourself. Don’t talk about such shits
0;We aren't allowed to roast 12 year olds
0;Wallmart employees are cunts. Hate them all
0;Video games without cars are awful. Piece of shits 
0;Transgenders have to protect each other, not fight each other
0;"This video was super helpful and just very nice ! If you&#39;re reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i&#39;m still here, and i&#39;m so glad i stuck around. So take care of yourselves, please, because it&#39;s going to get better, and you&#39;ll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3"
0;This literally made my emotional bi ass cry
0;This channel is more dangerous than Islam
0;Support gay pride
0;So sorry about this bombing attack in Manchester. Innocent people just died
0;Slow death to people like you
0;seriously, any arab or turks i've ever met had something to do with crime, either he or someone of his family.
0;Responsibility is something that needs to grow inside of everyone
0;Read this sentence slow
0;Pokemon is the best game ever
0;Not only the politicians are going into the wood chippers but also the police.
0;No shower for two days? I bet you smell like Doritos, Mountain dew and shameful sweat.
0;no fucking way a machine would recognize that shit LOL
0;Next on your list, pierce your face with a katana.
0;My smile is beaming, my skin is gleaming! YUH
0;My parents are homophobes. :(
0;My car is my love of my life. I fucking love this bitch. It’s fast and it makes me feel complete 
0;My best friend is muslim. And he is the best man in the world
0;Masterful. Love & pain in this here post
0;Love the videos
0;Love being roasted
0;Lmao, fucking hilarious
0;Killing me to see gays treated like that. I think lesbians are being more privileged by people
0;It’s that nerdy guy from the polar express.
0;It’s killing me seeing gays treated like that
0;Is that your nose or is that Thor's Hammer?
0;Im very glad to have friends
0;IM GAY AND FUCKING PROUD FUCK BITCHES LIKE THESE PEOPLE
0;If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't
0;I’m very sad about this fucking situation with all this muslims
0;I would fucking kill Jared leto
0;I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post more﻿
0;I think black and white are just labels. People can live together in piece despite colour dismatch
0;I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.
0;I propose suicide for evert politician
0;I am possessed by deamons 
0;I adore her voice. She is so talented. What a beat!
0;how the fuck do you have a million subscribers you fucking twat
0;Honestly, go fuck yourself! bitch!
0;His eyebrows probably represent his parents relationship
0;Hey dude. You re awesome. Pls teach me!!!
0;Head looks like a big ass jelly bean
0;Head is the shape of a light bulb
0;guy is low IQ af
0;GUN SHOT INA YU HEAD! NO MERCY!
0;Goosebumps when the beat drops 😊
0;Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.
0;Facing challenges is hard to go through.
0;Dont do drugs kids...
0;Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot
0;Damn that made me laugh!
0;Cutting fundings is just going to make the problem worse
0;Come and kill my wife
0;Certainly you can. You can make it illegal to use them. Boom. Done. It’s solved.
0;Can't tell if you're a pedophile victim or a pedophile.
0;And that’s how black people can be peaceful
0;ALL LIVES DO MATTER NO MATTER IF YOU R BLACK, WHITE HISPANIC ,MUSLIM, JEW, ATHEIST , CHRISTIAN.....PERIOD.
0;"ADIDAS for you means ""All Day I Dream About Snacks"""
0;It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!﻿ 
0;“everyone wins” yeah except for the little girls you’re trying to rape
0;that song is fucking awesome.
0;I guess God is white.... 
0;White chocolate and raspberry :)
